Edad,Sexo,Talla,Latitud,Notas,Horas_Estudio,Fecha_Matricula,Acceso_Internet,Trabaja,Comentarios_Tutor,Horas_Sueno
16,F,1.56,-0.26594,19.0,24,2023-04-19,1,1,Problemas familiares,4
18,M,1.78,-8.09628,15.0,4,2023-01-21,1,1,Falta de tiempo,6
21,F,1.85,-15.87327,18.8,9,2023-12-07,0,0,Falta de tiempo,7
17,F,1.61,-11.49718,2.3,22,2023-01-09,0,1,Dificultad con matematicas,4
25,F,1.57,-17.34859,11.4,0,2023-12-30,0,0,Excelente participacion,7
27,F,1.8,-2.71258,1.7,12,2023-02-25,1,0,Alta motivacion,9
26,F,1.57,-17.67804,0.5,36,2023-07-21,1,0,Dificultad con matematicas,7
16,M,1.52,-7.34067,9.3,25,2023-11-14,1,1,Dificultad con matematicas,4
16,F,1.75,-16.0896,12.9,18,2023-12-11,1,0,Excelente participacion,8
28,F,1.6,-17.86396,1.3,25,2023-03-26,0,1,Ausencias frecuentes,9
20,F,1.57,-13.38929,7.3,1,2023-08-14,1,1,Dificultad con matematicas,6
19,M,1.89,-8.06666,1.8,18,2023-06-08,0,1,Alta motivacion,8
16,F,1.62,-16.64842,7.2,11,2023-07-13,1,1,Falta de tiempo,5
19,F,1.86,-6.93202,9.4,34,2023-04-16,1,0,Alta motivacion,4
18,F,1.57,-5.90414,6.8,31,2023-12-26,0,1,Alta motivacion,6
17,F,1.83,-0.54543,11.5,12,2023-05-24,1,0,Ausencias frecuentes,6
24,M,1.7,-1.80833,11.7,35,2023-06-12,1,0,Falta de tiempo,7
29,F,1.53,-7.79776,6.7,0,2023-06-26,1,0,Problemas familiares,9
26,M,1.79,-3.71943,7.8,32,2023-08-30,1,1,Problemas familiares,6
16,M,1.86,-11.45446,8.8,3,2023-06-08,1,1,Problemas familiares,5
22,M,1.57,-7.45718,7.5,1,2023-03-17,1,1,Dificultad con matematicas,8
29,M,1.79,-10.73962,15.2,7,2023-11-06,0,0,Excelente participacion,4
28,F,1.68,-11.93325,2.8,15,2023-01-23,1,1,Ausencias frecuentes,4
19,F,1.8,-4.90249,17.1,21,2023-08-22,1,1,Dificultad con matematicas,7
20,M,1.79,-12.65993,6.6,9,2023-04-12,0,1,Ausencias frecuentes,4
25,M,1.51,-11.15006,14.5,8,2023-01-17,1,1,Dificultad con matematicas,4
20,M,1.57,-11.39091,17.7,6,2023-12-30,0,1,Alta motivacion,4
16,F,1.69,-2.33274,17.7,39,2023-01-14,1,1,Ausencias frecuentes,8
21,M,1.87,-14.93272,9.0,16,2023-04-07,1,1,Problemas familiares,8
28,M,1.64,-11.13344,5.1,29,2023-06-25,1,0,Alta motivacion,5
24,M,1.75,-2.01834,12.1,10,2023-10-31,1,1,Dificultad con matematicas,7
17,M,1.5,-17.72452,3.7,14,2023-01-06,1,1,Dificultad con matematicas,9
22,M,1.78,-0.93839,15.8,6,2023-10-06,1,1,Falta de tiempo,4
21,F,1.74,-1.81979,14.2,2,2023-10-31,1,0,Alta motivacion,8
20,M,1.79,-10.47873,15.9,22,2023-06-26,0,1,Alta motivacion,7
19,F,1.86,-6.24554,8.7,26,2023-11-13,1,1,Dificultad con matematicas,8
19,F,1.56,-0.1608,11.1,29,2023-06-08,1,0,Alta motivacion,5
21,F,1.6,-8.01093,2.1,15,2023-05-13,1,1,Ausencias frecuentes,7
19,F,1.9,-16.25582,13.8,13,2023-11-19,1,1,Excelente participacion,4
20,F,1.56,-2.63446,9.7,21,2023-06-15,1,1,Ausencias frecuentes,8
28,M,1.79,-15.58527,10.2,19,2023-09-02,1,1,Ausencias frecuentes,4
21,F,1.79,-13.36911,16.9,9,2023-01-31,1,1,Problemas familiares,4
20,F,1.77,-2.27672,15.4,28,2023-07-05,1,1,Dificultad con matematicas,7
22,M,1.59,-13.39147,10.7,3,2023-07-01,1,1,Excelente participacion,5
24,F,1.59,-4.58845,7.1,30,2023-01-17,1,1,Excelente participacion,5
25,M,1.77,-9.94187,8.9,13,2023-10-05,1,0,Falta de tiempo,4
22,M,1.57,-4.32452,7.0,4,2023-07-11,1,1,Problemas familiares,5
22,M,1.76,-13.81766,3.0,37,2023-09-26,1,1,Excelente participacion,5
19,M,1.7,-10.44782,12.9,3,2023-08-29,1,1,Excelente participacion,9
16,M,1.65,-12.2731,13.8,10,2023-10-27,1,1,Falta de tiempo,4
29,F,1.62,-13.51721,19.4,24,2023-06-24,0,1,Falta de tiempo,6
23,M,1.88,-12.34026,9.1,11,2023-01-06,1,1,Excelente participacion,7
19,M,1.7,-12.18614,19.9,30,2023-01-10,1,0,Problemas familiares,9
16,F,1.72,-0.80319,3.7,10,2023-02-27,1,1,Dificultad con matematicas,4
20,F,1.88,-8.40185,13.1,38,2023-02-09,1,0,Alta motivacion,6
29,F,1.76,-9.68306,19.9,31,2023-01-14,1,1,Ausencias frecuentes,9
29,F,1.88,-8.94027,12.8,10,2023-05-31,1,1,Alta motivacion,4
23,M,1.54,-0.06964,9.0,6,2023-11-23,1,0,Excelente participacion,6
19,F,1.84,-6.2354,10.3,1,2023-08-04,1,1,Dificultad con matematicas,4
28,M,1.63,-5.33724,16.9,0,2023-05-23,1,1,Falta de tiempo,9
27,F,1.82,-12.35481,18.8,24,2023-10-24,0,1,Ausencias frecuentes,6
23,F,1.84,-9.51232,9.1,8,2023-05-08,1,1,Alta motivacion,5
23,F,1.61,-14.68682,15.4,35,2023-11-04,1,0,Excelente participacion,8
18,F,1.66,-5.66659,18.7,28,2023-09-23,1,1,Problemas familiares,5
24,F,1.79,-11.7991,5.6,9,2023-12-09,0,1,Dificultad con matematicas,5
18,M,1.54,-4.53081,9.9,26,2023-08-29,1,1,Falta de tiempo,9
16,M,1.8,-14.1631,19.9,18,2023-06-04,0,1,Alta motivacion,4
17,M,1.54,-10.73695,7.1,18,2023-02-20,0,1,Dificultad con matematicas,6
21,F,1.87,-9.51868,12.4,19,2023-12-29,1,0,Dificultad con matematicas,5
27,M,1.61,-15.00254,13.1,28,2023-04-20,1,1,Problemas familiares,7
25,F,1.73,-16.74736,3.1,2,2023-03-01,0,1,Ausencias frecuentes,4
17,F,1.55,-12.29278,16.1,21,2023-08-11,1,1,Dificultad con matematicas,4
21,M,1.61,-8.19194,8.3,21,2023-01-06,1,1,Problemas familiares,9
29,M,1.66,-6.25178,10.0,28,2023-04-22,1,1,Alta motivacion,4
16,F,1.69,-10.34512,12.9,22,2023-07-24,0,1,Excelente participacion,6
26,F,1.5,-8.995,8.2,39,2023-10-11,0,1,Problemas familiares,7
28,M,1.86,-8.22253,6.5,25,2023-05-24,0,0,Excelente participacion,8
16,F,1.5,-8.78561,10.9,21,2023-01-17,1,0,Excelente participacion,6
20,M,1.81,-16.37409,6.9,37,2023-06-23,1,1,Ausencias frecuentes,6
25,M,1.69,-10.70998,8.7,8,2023-09-06,0,0,Ausencias frecuentes,5
28,F,1.71,-14.32203,2.2,20,2023-01-10,1,1,Dificultad con matematicas,9
26,F,1.58,-8.39275,16.9,35,2023-06-08,1,1,Falta de tiempo,4
24,F,1.74,-4.35463,8.2,35,2023-02-28,0,1,Problemas familiares,8
29,F,1.71,-7.56925,1.7,31,2023-08-22,0,1,Problemas familiares,7
23,M,1.57,-14.00721,15.8,31,2023-05-14,0,0,Falta de tiempo,6
18,F,1.6,-14.26038,0.4,33,2023-12-06,1,0,Problemas familiares,4
18,M,1.53,-17.33403,12.0,22,2023-06-26,1,1,Excelente participacion,6
16,M,1.53,-10.32514,14.1,25,2023-12-27,1,0,Falta de tiempo,8
29,F,1.51,-10.20849,3.8,15,2023-05-29,1,0,Alta motivacion,9
18,M,1.59,-13.74415,2.6,37,2023-06-02,1,1,Falta de tiempo,4
29,F,1.77,-4.24335,2.3,2,2023-02-05,1,1,Alta motivacion,5
27,F,1.63,-11.04324,19.9,1,2023-04-17,1,0,Excelente participacion,4
27,M,1.64,-5.95077,15.1,35,2023-06-11,1,1,Dificultad con matematicas,7
27,M,1.55,-6.47873,6.3,8,2023-11-24,1,1,Excelente participacion,9
28,M,1.73,-7.11467,6.7,27,2023-01-14,1,1,Falta de tiempo,9
26,F,1.64,-1.65481,13.0,23,2023-02-18,1,1,Falta de tiempo,4
16,F,1.77,-17.71398,9.2,27,2023-12-09,0,1,Ausencias frecuentes,5
23,M,1.8,-16.77533,5.4,6,2023-03-17,1,1,Dificultad con matematicas,8
16,F,1.73,-5.00147,1.1,25,2023-03-25,1,0,Problemas familiares,7
20,F,1.61,-11.63653,15.7,0,2023-03-01,0,1,Problemas familiares,8
24,M,1.7,-0.2426,17.8,34,2023-12-10,1,1,Dificultad con matematicas,8
22,F,1.6,-14.10457,4.1,17,2023-06-10,1,0,Problemas familiares,5
19,M,1.86,-14.69846,1.3,21,2023-06-11,0,0,Falta de tiempo,9
26,M,1.81,-7.41201,2.4,12,2023-09-07,1,1,Alta motivacion,5
24,M,1.7,-12.97034,8.3,15,2023-10-15,1,0,Problemas familiares,9
24,F,1.89,-11.87113,6.0,28,2023-08-22,1,1,Problemas familiares,4
17,M,1.72,-1.42156,1.5,20,2023-10-12,0,1,Ausencias frecuentes,7
25,M,1.63,-17.52763,9.1,8,2023-12-24,1,1,Ausencias frecuentes,4
25,M,1.54,-8.43733,4.1,28,2023-05-06,0,0,Problemas familiares,4
26,M,1.72,-11.97181,1.3,11,2023-08-29,1,1,Alta motivacion,7
27,F,1.84,-11.77214,13.2,7,2023-12-08,1,1,Dificultad con matematicas,5
21,M,1.85,-13.53944,11.5,9,2023-07-18,1,1,Excelente participacion,4
19,F,1.74,-15.5727,16.5,33,2023-11-23,1,1,Excelente participacion,4
23,M,1.66,-17.37933,6.0,19,2023-12-26,1,1,Dificultad con matematicas,9
27,F,1.76,-0.22148,2.7,15,2023-05-22,1,0,Problemas familiares,9
26,F,1.8,-6.11341,7.2,10,2023-01-07,1,0,Dificultad con matematicas,8
22,F,1.66,-4.0103,15.6,13,2023-12-03,1,0,Ausencias frecuentes,6
22,F,1.69,-16.82996,4.8,30,2023-06-10,0,1,Alta motivacion,9
26,M,1.77,-17.73293,5.1,39,2023-01-22,1,1,Excelente participacion,7
25,M,1.85,-7.1948,3.0,33,2023-09-27,1,1,Dificultad con matematicas,4
24,F,1.82,-4.97103,19.7,3,2023-05-09,1,0,Excelente participacion,9
28,F,1.51,-10.89241,19.3,6,2023-02-10,1,0,Ausencias frecuentes,5
20,F,1.55,-11.02041,13.2,37,2023-01-29,1,1,Excelente participacion,9
21,M,1.84,-11.07937,4.3,0,2023-12-03,1,0,Dificultad con matematicas,6
16,F,1.83,-15.25039,15.3,23,2023-12-13,1,0,Problemas familiares,5
21,F,1.66,-4.42956,11.7,27,2023-02-14,0,1,Alta motivacion,4
17,M,1.73,-14.12653,15.0,23,2023-05-16,0,0,Excelente participacion,5
21,M,1.86,-12.16061,17.2,12,2023-05-14,1,1,Excelente participacion,5
24,M,1.86,-5.91732,6.4,37,2023-08-24,1,0,Falta de tiempo,6
23,M,1.81,-17.99812,18.3,9,2023-10-06,1,1,Problemas familiares,8
24,M,1.58,-4.20737,18.0,25,2023-03-01,1,1,Alta motivacion,7
28,M,1.79,-1.81629,10.9,1,2023-10-24,1,0,Excelente participacion,4
25,F,1.54,-17.07089,13.7,32,2023-01-14,1,1,Problemas familiares,5
23,F,1.86,-7.35077,8.2,27,2023-10-10,1,1,Ausencias frecuentes,4
18,M,1.56,-10.64774,13.1,26,2023-07-14,1,0,Alta motivacion,5
23,F,1.76,-16.58766,11.0,5,2023-05-20,0,0,Problemas familiares,8
21,M,1.74,-5.71984,6.5,16,2023-04-17,1,0,Alta motivacion,8
28,F,1.81,-6.97826,6.5,32,2023-06-17,1,1,Falta de tiempo,9
21,M,1.72,-6.43211,13.0,14,2023-03-06,1,1,Falta de tiempo,4
21,M,1.52,-3.35708,19.1,2,2023-01-17,1,1,Falta de tiempo,4
18,F,1.78,-12.83546,4.0,9,2023-05-03,1,1,Ausencias frecuentes,4
25,F,1.65,-5.81277,7.9,28,2023-05-26,0,0,Alta motivacion,9
16,M,1.63,-4.62028,16.1,6,2023-01-10,0,0,Dificultad con matematicas,4
27,M,1.9,-14.96133,2.5,35,2023-09-30,1,1,Falta de tiempo,8
29,M,1.74,-0.7728,19.9,21,2023-05-30,1,0,Alta motivacion,9
19,M,1.78,-11.88034,13.6,30,2023-12-28,1,0,Dificultad con matematicas,7
25,M,1.71,-5.15325,18.2,38,2023-09-27,1,1,Excelente participacion,5
27,M,1.81,-4.42764,16.8,13,2023-02-10,1,1,Falta de tiempo,8
21,F,1.8,-8.92744,15.5,1,2023-09-21,1,1,Excelente participacion,6
26,F,1.76,-15.68309,0.7,5,2023-11-23,1,0,Dificultad con matematicas,7
27,F,1.9,-13.03807,8.1,18,2023-11-02,1,1,Alta motivacion,9
25,F,1.68,-13.78355,4.0,26,2023-09-08,1,0,Dificultad con matematicas,9
17,F,1.78,-8.66444,17.4,5,2023-12-18,1,1,Problemas familiares,4
22,M,1.82,-13.29716,13.6,1,2023-02-12,1,0,Falta de tiempo,4
22,M,1.65,-8.15813,2.1,12,2023-05-03,1,1,Dificultad con matematicas,9
26,F,1.68,-12.81228,7.2,9,2023-12-06,1,0,Excelente participacion,4
19,M,1.89,-17.98238,1.4,39,2023-02-11,1,1,Ausencias frecuentes,8
19,F,1.51,-11.46138,14.8,4,2023-10-28,0,1,Dificultad con matematicas,4
16,F,1.63,-7.07668,8.4,13,2023-02-08,1,1,Dificultad con matematicas,9
28,M,1.69,-4.07346,4.7,30,2023-03-07,1,0,Falta de tiempo,8
17,M,1.5,-17.48944,10.4,24,2023-03-05,0,1,Problemas familiares,5
24,F,1.86,-13.35037,0.8,5,2023-07-08,1,1,Alta motivacion,6
25,F,1.61,-0.26168,5.1,11,2023-06-15,0,1,Problemas familiares,5
23,F,1.6,-13.28732,3.5,2,2023-11-18,1,1,Falta de tiempo,9
23,F,1.83,-4.01044,18.6,22,2023-09-16,1,1,Problemas familiares,4
24,M,1.61,-8.83127,7.5,0,2023-05-17,1,1,Ausencias frecuentes,5
22,F,1.76,-15.80087,11.7,14,2023-04-19,1,0,Dificultad con matematicas,5
28,M,1.83,-6.4188,10.1,39,2023-02-12,1,1,Ausencias frecuentes,6
24,F,1.82,-0.60586,13.2,12,2023-04-19,1,1,Alta motivacion,7
25,F,1.81,-2.03708,5.6,37,2023-12-23,1,1,Ausencias frecuentes,6
27,M,1.54,-5.57473,2.4,13,2023-12-10,1,1,Dificultad con matematicas,9
17,M,1.53,-8.78133,1.6,18,2023-02-01,1,1,Alta motivacion,4
21,M,1.62,-12.25201,3.9,8,2023-03-09,1,0,Alta motivacion,5
18,M,1.51,-11.5746,9.7,27,2023-04-13,0,1,Ausencias frecuentes,6
26,M,1.7,-11.76828,4.7,32,2023-05-15,1,1,Problemas familiares,7
21,F,1.66,-1.40252,8.7,32,2023-06-22,1,0,Ausencias frecuentes,6
18,F,1.72,-14.19638,0.6,38,2023-10-29,1,1,Ausencias frecuentes,8
23,F,1.62,-11.19546,12.6,32,2023-11-12,0,0,Falta de tiempo,7
26,M,1.69,-10.22466,17.6,3,2023-03-05,1,1,Excelente participacion,4
28,M,1.63,-10.63978,1.0,17,2023-07-20,1,0,Problemas familiares,9
19,M,1.58,-17.92443,4.4,25,2023-09-04,1,1,Ausencias frecuentes,6
27,F,1.76,-13.12248,6.4,24,2023-12-28,1,1,Ausencias frecuentes,7
25,M,1.77,-9.02577,5.7,34,2023-06-23,1,1,Excelente participacion,9
21,F,1.83,-4.31112,0.8,38,2023-01-03,1,0,Falta de tiempo,6
24,F,1.85,-7.74947,2.1,17,2023-04-02,0,1,Dificultad con matematicas,4
17,F,1.78,-11.07248,18.2,32,2023-07-31,1,1,Falta de tiempo,8
17,M,1.77,-6.02746,14.2,17,2023-06-19,1,1,Falta de tiempo,5
22,F,1.52,-6.01392,19.2,28,2023-11-20,1,1,Problemas familiares,6
17,F,1.54,-13.53736,8.8,7,2023-01-30,1,1,Falta de tiempo,6
17,F,1.83,-16.13207,17.6,1,2023-10-14,1,1,Ausencias frecuentes,9
19,M,1.59,-3.5427,16.3,3,2023-06-18,1,0,Ausencias frecuentes,6
24,F,1.64,-8.46392,17.5,14,2023-01-22,1,1,Falta de tiempo,5
23,M,1.56,-14.82255,0.8,7,2023-03-14,1,1,Problemas familiares,9
17,M,1.58,-13.28272,13.1,29,2023-01-09,1,0,Ausencias frecuentes,8
23,F,1.81,-4.20436,11.3,38,2023-06-08,1,1,Dificultad con matematicas,6
19,F,1.6,-6.2411,10.9,23,2023-05-24,1,1,Excelente participacion,8
17,M,1.68,-0.987,10.1,11,2023-10-18,1,0,Problemas familiares,8
26,F,1.56,-9.63095,15.9,35,2023-08-26,1,1,Falta de tiempo,4
25,M,1.77,-17.06064,19.4,13,2023-04-28,1,1,Problemas familiares,7
22,M,1.79,-5.39239,16.6,31,2023-06-29,0,1,Ausencias frecuentes,9
21,M,1.64,-13.41161,17.4,13,2023-07-06,0,1,Excelente participacion,6
29,F,1.81,-12.17062,9.7,27,2023-05-21,0,1,Alta motivacion,6
25,M,1.6,-14.46033,13.8,19,2023-08-08,1,1,Excelente participacion,9
20,M,1.78,-12.43916,8.3,12,2023-06-28,1,1,Dificultad con matematicas,8
26,F,1.79,-3.06935,7.2,16,2023-02-28,1,1,Falta de tiempo,7
16,F,1.89,-7.61916,17.9,29,2023-05-08,1,0,Ausencias frecuentes,6
17,M,1.59,-16.03523,18.1,39,2023-03-12,1,1,Excelente participacion,5
23,M,1.54,-7.44113,13.6,16,2023-08-05,1,1,Problemas familiares,6
16,M,1.61,-6.59586,16.8,31,2023-03-06,1,1,Alta motivacion,8
18,F,1.55,-2.07317,7.2,18,2023-02-19,1,1,Alta motivacion,4
17,M,1.57,-2.52638,8.7,8,2023-10-18,1,1,Excelente participacion,9
20,M,1.63,-16.86825,16.4,25,2023-11-15,1,1,Alta motivacion,4
19,F,1.67,-2.39943,8.0,0,2023-11-27,1,1,Ausencias frecuentes,6
28,F,1.86,-17.08407,0.8,18,2023-12-20,1,1,Dificultad con matematicas,5
22,M,1.58,-15.2258,7.1,11,2023-01-31,1,0,Excelente participacion,6
20,F,1.89,-15.9921,8.0,27,2023-03-01,0,0,Excelente participacion,5
23,M,1.82,-14.72945,3.1,37,2023-09-29,1,1,Falta de tiempo,4
19,M,1.85,-3.54128,6.9,30,2023-11-03,1,1,Problemas familiares,4
27,F,1.87,-5.64985,18.7,12,2023-11-07,1,1,Falta de tiempo,9
21,M,1.8,-5.63468,17.2,10,2023-10-20,1,1,Problemas familiares,5
19,M,1.82,-1.4017,8.9,11,2023-01-25,1,0,Ausencias frecuentes,7
17,F,1.68,-10.94668,14.2,22,2023-01-28,1,0,Ausencias frecuentes,8
16,M,1.7,-17.94083,3.0,28,2023-04-08,0,1,Problemas familiares,5
29,F,1.87,-6.48417,15.1,8,2023-10-04,1,1,Falta de tiempo,7
29,M,1.65,-2.37466,9.5,13,2023-08-29,1,1,Ausencias frecuentes,7
16,F,1.52,-0.42732,14.5,31,2023-02-22,0,1,Ausencias frecuentes,6
23,F,1.81,-11.44993,12.9,2,2023-12-13,1,1,Problemas familiares,5
29,F,1.73,-3.20126,4.7,6,2023-03-14,1,0,Dificultad con matematicas,7
19,F,1.83,-2.7139,16.7,5,2023-05-24,1,1,Falta de tiempo,8
20,F,1.53,-15.40012,11.4,34,2023-08-31,1,1,Problemas familiares,4
26,F,1.75,-6.63303,15.7,26,2023-01-14,0,1,Alta motivacion,6
23,M,1.6,-14.88348,1.9,27,2023-12-01,1,1,Ausencias frecuentes,5
27,M,1.86,-9.96065,12.3,22,2023-12-28,1,1,Falta de tiempo,5
22,F,1.54,-2.1732,5.8,9,2023-10-25,1,0,Excelente participacion,6
28,M,1.84,-3.78959,17.2,16,2023-12-08,1,0,Ausencias frecuentes,8
23,F,1.54,-7.73389,19.0,14,2023-12-08,1,0,Excelente participacion,4
28,F,1.51,-3.44324,1.1,13,2023-07-14,1,1,Alta motivacion,7
23,M,1.59,-15.2491,14.5,10,2023-12-25,1,1,Excelente participacion,7
21,F,1.63,-14.49145,2.1,28,2023-01-30,0,1,Alta motivacion,7
25,M,1.75,-14.24043,17.2,17,2023-11-17,1,0,Alta motivacion,6
17,F,1.55,-4.03176,2.5,25,2023-02-14,1,1,Problemas familiares,4
21,F,1.67,-1.96262,3.9,24,2023-04-25,0,0,Dificultad con matematicas,6
29,M,1.58,-7.86895,5.0,39,2023-05-11,1,1,Alta motivacion,5
16,F,1.84,-0.75651,14.6,0,2023-07-28,1,1,Alta motivacion,7
16,F,1.52,-4.89546,5.9,2,2023-07-24,1,0,Ausencias frecuentes,5
26,F,1.64,-7.85369,11.9,18,2023-03-02,1,0,Falta de tiempo,8
18,M,1.75,-6.99137,11.4,10,2023-09-21,1,0,Problemas familiares,7
18,M,1.87,-2.70839,8.0,27,2023-10-15,1,1,Ausencias frecuentes,9
26,M,1.85,-16.37675,10.8,17,2023-02-26,0,1,Alta motivacion,5
28,M,1.86,-14.97569,2.4,13,2023-03-11,0,1,Dificultad con matematicas,9
20,M,1.53,-13.20669,17.5,12,2023-03-17,1,1,Dificultad con matematicas,6
16,F,1.84,-1.89403,4.1,18,2023-12-15,1,1,Ausencias frecuentes,5
25,M,1.81,-0.99099,17.6,31,2023-05-28,1,1,Falta de tiempo,7
21,M,1.86,-11.58893,10.4,32,2023-04-19,1,1,Problemas familiares,9
22,F,1.62,-1.37057,12.3,5,2023-06-22,1,1,Falta de tiempo,6
25,F,1.86,-8.15674,5.1,29,2023-05-16,1,1,Excelente participacion,9
27,M,1.66,-9.48107,4.4,9,2023-10-16,1,1,Problemas familiares,6
28,F,1.75,-3.01024,9.8,29,2023-01-08,1,1,Ausencias frecuentes,5
26,F,1.67,-8.1705,5.3,8,2023-04-22,0,1,Falta de tiempo,9
18,F,1.67,-9.81932,8.5,5,2023-03-07,1,1,Ausencias frecuentes,8
19,M,1.72,-17.71266,8.8,5,2023-05-24,0,1,Problemas familiares,5
25,F,1.64,-17.76784,5.4,19,2023-04-24,1,1,Alta motivacion,7
26,F,1.82,-6.70335,5.8,16,2023-04-17,1,0,Excelente participacion,8
25,M,1.75,-16.6785,19.5,1,2023-10-26,1,1,Problemas familiares,9
29,F,1.78,-4.73498,11.7,1,2023-08-17,1,1,Problemas familiares,8
27,F,1.59,-6.79785,16.6,9,2023-05-19,0,0,Excelente participacion,6
25,M,1.89,-9.76087,0.9,0,2023-04-18,1,1,Alta motivacion,5
29,M,1.76,-5.22353,0.0,33,2023-09-03,1,1,Dificultad con matematicas,5
25,M,1.58,-0.12472,10.4,35,2023-12-16,1,1,Excelente participacion,4
25,F,1.8,-13.56558,16.5,39,2023-02-13,1,1,Excelente participacion,4
18,M,1.57,-7.973,12.2,19,2023-05-16,0,1,Falta de tiempo,7
16,M,1.53,-2.82859,12.4,31,2023-11-26,0,0,Alta motivacion,5
23,F,1.71,-17.69625,2.8,16,2023-03-11,1,1,Ausencias frecuentes,5
28,F,1.72,-14.33685,19.6,38,2023-05-04,0,1,Alta motivacion,4
25,F,1.58,-8.62274,10.6,21,2023-11-17,1,1,Ausencias frecuentes,8
25,F,1.64,-8.05957,2.1,4,2023-05-03,1,1,Alta motivacion,8
17,F,1.88,-16.446,8.3,0,2023-12-27,1,1,Falta de tiempo,9
16,M,1.61,-10.66627,1.4,30,2023-08-03,1,1,Excelente participacion,6
29,M,1.56,-8.64387,8.4,17,2023-07-24,0,1,Alta motivacion,6
23,M,1.9,-10.38644,14.2,4,2023-01-20,1,0,Alta motivacion,7
22,F,1.62,-5.38927,6.5,24,2023-12-21,1,1,Alta motivacion,5
22,M,1.77,-4.11545,6.3,6,2023-02-18,0,1,Dificultad con matematicas,7
19,F,1.59,-9.71529,10.3,13,2023-05-23,1,0,Alta motivacion,9
26,F,1.72,-10.33812,10.0,6,2023-09-18,1,1,Problemas familiares,9
24,M,1.65,-5.30345,9.3,29,2023-11-05,1,0,Ausencias frecuentes,5
21,M,1.88,-8.00456,10.3,16,2023-03-26,1,1,Dificultad con matematicas,6
17,F,1.67,-2.33209,1.0,12,2023-02-18,1,0,Ausencias frecuentes,9
29,F,1.73,-9.33937,9.5,23,2023-08-26,1,1,Dificultad con matematicas,5
16,M,1.88,-7.66211,19.8,35,2023-12-23,1,1,Alta motivacion,7
16,M,1.9,-15.68151,15.3,11,2023-07-22,1,0,Falta de tiempo,6
24,F,1.54,-2.95205,5.8,17,2023-07-18,1,0,Excelente participacion,9
19,F,1.83,-10.39874,13.6,22,2023-11-28,1,0,Falta de tiempo,9
20,F,1.65,-5.05686,6.6,21,2023-11-20,0,1,Falta de tiempo,6
18,F,1.74,-10.26931,3.8,24,2023-10-06,1,1,Excelente participacion,8
19,M,1.65,-17.98178,15.5,24,2023-01-26,1,1,Dificultad con matematicas,6
27,M,1.66,-10.79262,4.2,35,2023-10-31,1,1,Dificultad con matematicas,7
23,F,1.56,-15.34496,17.2,20,2023-07-07,1,1,Falta de tiempo,5
28,F,1.73,-10.82493,7.6,28,2023-09-10,1,0,Excelente participacion,8
19,M,1.72,-12.21581,15.1,7,2023-03-07,0,1,Dificultad con matematicas,7
24,F,1.58,-14.35415,5.2,4,2023-11-27,1,1,Alta motivacion,5
24,F,1.72,-15.7721,13.1,1,2023-08-03,0,0,Problemas familiares,4
21,F,1.89,-4.8859,4.3,22,2023-01-23,1,1,Problemas familiares,4
17,F,1.79,-4.41251,0.4,1,2023-06-28,1,1,Excelente participacion,8
27,F,1.69,-13.23004,16.3,21,2023-02-24,1,1,Dificultad con matematicas,8
25,F,1.87,-9.08658,17.1,20,2023-04-04,1,1,Falta de tiempo,6
26,M,1.73,-9.64672,17.6,16,2023-12-25,1,1,Ausencias frecuentes,7
22,F,1.55,-11.60554,0.7,39,2023-06-22,1,0,Alta motivacion,5
24,M,1.72,-13.00253,15.2,30,2023-03-25,1,1,Falta de tiempo,4
21,M,1.57,-14.65143,16.7,24,2023-12-02,0,0,Ausencias frecuentes,4
18,M,1.81,-2.28793,6.2,6,2023-04-23,1,1,Falta de tiempo,9
29,F,1.89,-3.00038,9.4,24,2023-09-24,1,0,Problemas familiares,8
22,F,1.64,-10.49077,8.2,17,2023-08-11,1,0,Excelente participacion,7
20,F,1.67,-5.01838,8.8,31,2023-08-04,1,0,Problemas familiares,8
16,M,1.67,-9.03002,16.9,7,2023-02-27,0,1,Excelente participacion,7
18,M,1.61,-16.4631,8.4,13,2023-11-18,1,1,Problemas familiares,4
20,F,1.82,-3.19697,6.0,5,2023-11-09,1,1,Falta de tiempo,7
22,F,1.75,-14.05311,2.6,22,2023-03-20,1,0,Excelente participacion,8
18,M,1.53,-5.27728,13.5,14,2023-09-03,1,1,Falta de tiempo,6
21,M,1.84,-8.50684,1.7,21,2023-08-25,1,0,Excelente participacion,7
20,M,1.57,-5.57028,1.2,35,2023-04-11,1,1,Problemas familiares,6
28,F,1.89,-9.51834,13.6,2,2023-01-22,1,1,Problemas familiares,4
16,M,1.65,-5.3539,13.9,8,2023-10-09,1,0,Problemas familiares,6
25,M,1.75,-17.40937,4.0,4,2023-06-26,1,1,Excelente participacion,7
21,M,1.53,-17.26465,19.1,11,2023-11-20,1,0,Dificultad con matematicas,8
29,F,1.64,-1.86588,15.8,28,2023-09-19,1,0,Alta motivacion,9
23,F,1.82,-4.50551,13.7,0,2023-01-22,1,0,Excelente participacion,8
28,F,1.69,-3.08758,15.1,32,2023-02-07,1,1,Excelente participacion,5
28,M,1.86,-9.78146,8.2,20,2023-01-23,1,1,Dificultad con matematicas,4
16,M,1.73,-9.72636,9.1,20,2023-03-05,1,0,Ausencias frecuentes,8
17,M,1.87,-8.38793,17.4,26,2023-12-11,1,0,Problemas familiares,8
